Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3,WT/rim15KO_C_T00_R1,WT/rim15KO_C_T00_R2,WT/rim15KO_C_T00_R3,WT/rim15KO_C_T06_R1,WT/rim15KO_C_T06_R2,WT/rim15KO_C_T06_R3,WT/rim15KO_C_T16_R1,WT/rim15KO_C_T16_R2,WT/rim15KO_C_T16_R3,WT/rim15KO_C_T30_R1,WT/rim15KO_C_T30_R2,WT/rim15KO_C_T30_R3,WT/rim15KO_P_T00_R1,WT/rim15KO_P_T00_R2,WT/rim15KO_P_T00_R3,WT/rim15KO_P_T06_R1,WT/rim15KO_P_T06_R2,WT/rim15KO_P_T06_R3,WT/rim15KO_P_T16_R1,WT/rim15KO_P_T16_R2,WT/rim15KO_P_T16_R3,WT/rim15KO_P_T30_R1,WT/rim15KO_P_T30_R2,WT/rim15KO_P_T30_R3
P53256,Exosome complex component RRP46,RRP46,sp|P53256|RRP46_YEAST Exosome complex component RRP46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRP46 PE=1 SV=2,1.2576,1.1203,1.0165,NaN,NaN,NaN,NaN,0.60664,NaN,NaN,NaN,NaN,1.2576,0.97835,1.0165,NaN,0.99715,0.82545,0.81219,NaN,NaN,0.95965,0.9049,0.86821,1.0861,0.97835,0.97658,NaN,NaN,NaN,NaN,1.2139,NaN,NaN,NaN,NaN,1.0861,1.1203,0.97658,NaN,0.62229,0.95682,0.80561,NaN,NaN,0.84885,0.90802,0.97989,0.88297,0.90377,0.98422,NaN,NaN,NaN,NaN,1.8546,NaN,NaN,NaN,NaN,0.88297,1.1064762052292065,0.98422,NaN,0.9156670634557275,1.1326,1.0249,NaN,NaN,0.92171,1.0143530963128264,1.0024
P53255,CWF19-like protein DRN1,DRN1,sp|P53255|DRN1_YEAST CWF19-like protein DRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DRN1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53254,U3 small nucleolar RNA-associated protein 22,UTP22,sp|P53254|UTP22_YEAST U3 small nucleolar RNA-associated protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP22 PE=1 SV=1,1.0882,1.1228,0.986,1.147,1.0352,0.8666,0.81558,0.84418,0.69459,0.89386,0.92282,1.0009,1.0882,0.88936,0.986,0.75624,0.68456,0.60166,0.32793,0.57651,0.50772,0.55789,0.55319,0.3764,0.97794,0.88936,1.0793,0.84487,0.95338,1.0348,0.98752,1.0376,0.81553,0.93695,0.78425,0.81561,0.97794,1.1228,1.0793,0.64038,0.82865,0.7126,0.44913,0.68089,0.70331,0.48035,0.47111,0.65547,0.85921,0.66097,1.0233,0.8365,1.0361,1.0267,1.1362,1.2694,0.94847,1.0086,0.9646,0.88336,0.85921,1.5129279694993722,1.0233,0.89864,1.2788705015730109,1.1716,1.3752,1.1661943579516962,1.4642,0.98389,0.8823010411152286,1.6601
P53252,Sphingolipid long chain base-responsive protein PIL1,PIL1,sp|P53252|PIL1_YEAST Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIL1 PE=1 SV=1,0.94309,1.0696,0.94582,1.9492,2.2993,1.9849,2.7973,3.4113,2.515,2.9212,2.656,2.3632,0.94309,0.89945,0.94582,1.3348,1.3485,1.2898,1.3242,1.1266,1.1165,1.1517,0.93078,1.1795,0.99984,0.89945,0.97218,1.9662,1.4858,1.7158,2.5634,1.4599,2.104,2.2111,1.5012,1.7968,0.99984,1.0696,0.97218,1.8032,1.9687,1.6409,1.7677,1.7843,1.4907,1.8539,1.6936,1.445,1.0709,0.84258,1.0075,1.0513,0.63085,0.94104,0.9104,0.5726,0.83865,0.82987,0.60383,0.78703,1.0709,1.1868309240665575,1.0075,1.3267,1.3783597518952446,1.2279,1.4075,1.5970103965376814,1.2431,1.6736,1.61537840239076,1.2153
P53251,Ribosome biogenesis protein SLX9,SLX9,sp|P53251|SLX9_YEAST Ribosome biogenesis protein SLX9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLX9 PE=1 SV=1,1.128,1.0003,0.92032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.128,1.1385,0.92032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1384,1.1385,1.0461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1384,1.0003,1.0461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0045,1.2319,1.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0045,0.8117542008279893,1.017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53250,Twinfilin-1,TWF1,sp|P53250|TWF1_YEAST Twinfilin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TWF1 PE=1 SV=1,1.018,1.167,1.2309,1.0603,1.1648,1.1176,1.2131,1.1156,1.1149,1.159,1.4432,1.3034,1.018,1.0368,1.2309,1.1143,1.1699,1.1866,1.1123,1.1566,1.1,0.64904,1.2573,1.1147,1.1345,1.0368,1.0589,1.1517,1.0804,1.0338,1.1049,1.031,1.2893,1.1717,1.0744,1.2675,1.1345,1.167,1.0589,1.1896,1.3142,1.1836,1.2488,1.0274,1.1577,0.78946,1.1931,1.1791,1.0499,0.95085,0.87295,1.155,0.89913,0.87039,0.92677,0.87571,1.098,0.86539,0.97542,0.9374,1.0499,1.051690592627649,0.87295,1.052,1.0751069731438279,0.94083,1.1047,0.8950948800572861,1.0654,1.3937,1.0949904188338353,0.88157
P53244,Arrestin-related trafficking adapter 5,ART5,sp|P53244|ART5_YEAST Arrestin-related trafficking adapter 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ART5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53241,Vitamin H transporter,VHT1,sp|P53241|VHT1_YEAST Vitamin H transporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VHT1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53238,Peflin,PEF1,sp|P53238|PEF1_YEAST Peflin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEF1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53236,Chromatin structure-remodeling complex subunit RSC1,RSC1,sp|P53236|RSC1_YEAST Chromatin structure-remodeling complex subunit RSC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53235,Eukaryotic translation initiation factor 2A,YGR054W,sp|P53235|EIF2A_YEAST Eukaryotic translation initiation factor 2A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR054W PE=1 SV=1,1.0183,0.99448,0.97469,0.87115,0.95251,0.88286,1.2426,0.87835,0.78014,0.8785,0.94552,0.83279,1.0183,0.97542,0.97469,0.74243,0.7819,0.70945,0.64189,0.67021,0.70817,0.62945,0.60634,0.61744,1.0534,0.97542,0.99036,0.99606,0.99199,0.93751,1.0263,1.0727,0.99847,1.0764,1.0883,0.91476,1.0534,0.99448,0.99036,0.80871,0.79475,0.75773,0.56487,0.7302,0.70225,0.50974,0.63924,0.60642,1.0258,1.0134,0.98571,1.0658,1.12,1.0658,1.0947,1.1411,1.2474,1.1551,1.1432,0.93634,1.0258,0.9867771857114662,0.98571,1.006,1.1365702855064557,1.0548,0.92726,1.0518897198817676,0.94046,0.76673,1.2454696043143068,1.0138
P53228,Transaldolase NQM1,NQM1,sp|P53228|TAL2_YEAST Transaldolase NQM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NQM1 PE=1 SV=1,0.88374,1.0978,NaN,5.8724,NaN,NaN,NaN,NaN,NaN,4.0043,NaN,6.4326,0.88374,0.73593,NaN,1.4622,NaN,1.0225,0.82694,0.41975,0.59315,1.1876,0.73384,0.87231,1.0103,0.73593,NaN,15.392,NaN,NaN,NaN,NaN,NaN,11.672,NaN,15.417,1.0103,1.0978,NaN,3.9107,NaN,3.5884,2.0851,2.9255,1.8279,2.2739,3.8757,2.2972,1.1096,0.65529,NaN,2.3983,NaN,NaN,NaN,NaN,NaN,2.9287,NaN,2.4945,1.1096,1.5260419051107144,NaN,3.0041,NaN,2.6433,2.5995,7.5947444368497,3.0876,1.8839,4.56183568267871,2.5578
P53224,Protein ORM1,ORM1,sp|P53224|ORM1_YEAST Protein ORM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ORM1 PE=1 SV=1,2.8246000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8246000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53221,60S ribosomal protein L26-B,RPL26B,sp|P53221|RL26B_YEAST 60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL26B PE=1 SV=2,1.0385,1.0539,1,0.93567,0.98825,0.95495,0.93399,0.9377,0.89604,0.92052,0.96272,0.88692,1.0385,1.009,1,0.53074,0.55783,0.40726,0.23804,0.27678,0.25529,0.16399,0.16602,0.17537,1.003,1.009,1.0159,0.97883,0.98053,0.94679,0.93812,0.94558,0.94484,0.93991,0.98122,1.0134,1.003,1.0539,1.0159,0.56729,0.65915,0.52017,0.30199,0.32981,0.31907,0.21392,0.23073,0.22732,0.99554,0.97425,1.002,1.0512,1.0376,0.97971,1.0235,1.1864,1.0957,1.0348,1.1486,1.1439,0.99554,1.0264305876315114,1.002,0.99731,1.2091167402212684,1.1327,1.2433,1.1996017322249013,1.2465,1.2497,1.343742861366049,1.291
P53220,Mitochondrial import inner membrane translocase subunit TIM21,TIM21,sp|P53220|TIM21_YEAST Mitochondrial import inner membrane translocase subunit TIM21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM21 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53218,Ribonucleases P/MRP protein subunit POP6,POP6,sp|P53218|POP6_YEAST Ribonucleases P/MRP protein subunit POP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POP6 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53214,Protein MTL1,MTL1,sp|P53214|MTL1_YEAST Protein MTL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTL1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53210,Uncharacterized protein YGR017W,YGR017W,sp|P53210|YG1B_YEAST Uncharacterized protein YGR017W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR017W PE=1 SV=1,0.92852,0.89912,0.95808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.92852,0.97814,0.95808,NaN,NaN,1.0655,0.44154,1.2111,1.0432,NaN,1.0061,NaN,1.0169,0.97814,0.78543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0169,0.89912,0.78543,NaN,NaN,1.1631,0.33304,0.87225,0.73706,NaN,0.79338,NaN,1.1356,1.1355,0.85155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1356,0.8806693086745927,0.85155,NaN,NaN,0.86556,0.78837,0.7347538574577517,0.74723,NaN,0.8181297553792032,NaN
P53207,U1 small nuclear ribonucleoprotein component SNU71,SNU71,sp|P53207|SNU71_YEAST U1 small nuclear ribonucleoprotein component SNU71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU71 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53206,Putative cysteine synthase,YGR012W,sp|P53206|CYSKL_YEAST Putative cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR012W PE=1 SV=1,0.7907,0.88854,0.89512,1.277,0.98566,1.1207,NaN,NaN,NaN,1.1185,NaN,1.4523,0.7907,0.88273,0.89512,0.94504,NaN,NaN,0.98354,1.1449,NaN,NaN,NaN,NaN,1.0026,0.88273,1.0664,1.3026,0.98146,1.473,NaN,NaN,NaN,1.2906,NaN,1.2117,1.0026,0.88854,1.0664,0.90572,NaN,NaN,1.0431,1.0271,NaN,NaN,NaN,NaN,1.0391,0.93012,1.0395,0.80111,0.96901,1.0583,NaN,NaN,NaN,0.97224,NaN,0.79586,1.0391,1.0751300907409798,1.0395,0.96377,NaN,NaN,1.1044,1.0489547166248834,NaN,NaN,NaN,NaN
P53201,SWR1-complex protein 4,SWC4,sp|P53201|SWC4_YEAST SWR1-complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWC4 PE=1 SV=1,NaN,1.0022,0.97173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0049,0.97173,NaN,NaN,NaN,0.85232,NaN,NaN,NaN,NaN,NaN,NaN,1.0049,0.84994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0022,0.84994,NaN,NaN,NaN,1.0637,NaN,NaN,NaN,NaN,NaN,NaN,1.1247,0.91092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8891259891526629,0.91092,NaN,NaN,NaN,1.4732,NaN,NaN,NaN,NaN,NaN
P53200,Protein-lysine N-methyltransferase EFM5,EFM5,sp|P53200|EFM5_YEAST Protein-lysine N-methyltransferase EFM5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFM5 PE=1 SV=2,0.92124,1.0706,0.88913,1.1408,1.1253,1.1372,NaN,NaN,1.0878,1.1587,NaN,0.99388,0.92124,1.0675,0.88913,1.2064,1.3605,0.99576,NaN,1.0623,0.77039,0.69564,1.7423,0.6626,1.1621,1.0675,0.98499,1.0938,1.217,1.1436,NaN,NaN,0.91299,1.2177,NaN,0.91603,1.1621,1.0706,0.98499,1.3327,0.86784,1.2928,NaN,0.86983,0.79812,0.96576,0.66597,1.2588,1.1652,1.0222,1.0492,1.0067,1.0465,0.95668,NaN,NaN,0.87625,1.0155,NaN,1.0642,1.1652,0.9782821365681863,1.0492,1.2841,0.6298022420959818,1.1529,NaN,0.7795447458684129,1.0825,1.5561,0.4167361226871145,1.8135
P53199,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",ERG26,"sp|P53199|ERG26_YEAST Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG26 PE=1 SV=1",1.0101,0.89248,1.1124,1.0077,0.87603,1.1395,0.89394,0.74469,0.8815,0.99691,0.82253,0.89163,1.0101,1.1982,1.1124,0.84406,0.85717,0.7988,0.56206,0.77749,0.76245,0.57582,0.56824,0.56806,1.1745,1.1982,1.1366,0.95279,1.0883,0.97874,0.86735,1.033,0.94565,0.80545,0.95549,0.94739,1.1745,0.89248,1.1366,0.69763,0.70861,0.76745,0.5042,0.54383,0.64192,0.35505,0.44154,0.47232,1.1638,1.3366,1.0433,0.98322,1.2532,0.85971,0.99271,1.4153,0.98889,1.0523,1.3579,1.1722,1.1638,0.7481669908723627,1.0433,0.89736,0.7859781498074354,0.92324,0.86926,0.6981290142418319,0.89056,0.72899,0.6604583581005218,0.83736
P53195,Conserved oligomeric Golgi complex subunit 7,COG7,sp|P53195|COG7_YEAST Conserved oligomeric Golgi complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COG7 PE=1 SV=1,NaN,0.81835,0.91682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96659,0.91682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96659,0.98875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81835,0.98875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1687,1.1406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8556515786771626,1.1406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53192,Golgi to ER traffic protein 1,GET1,sp|P53192|GET1_YEAST Golgi to ER traffic protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GET1 PE=1 SV=1,0.72191,0.8858,0.88369,NaN,NaN,1.0143,NaN,NaN,NaN,NaN,NaN,NaN,0.72191,0.82178,0.88369,0.96578,0.87501,0.97678,NaN,NaN,NaN,NaN,NaN,NaN,0.89054,0.82178,1.0546,NaN,NaN,1.1066,NaN,NaN,NaN,NaN,NaN,NaN,0.89054,0.8858,1.0546,0.8351,0.9871,1.0093,NaN,NaN,NaN,NaN,NaN,NaN,1.2576,0.92887,1.2006,NaN,NaN,1.0005,NaN,NaN,NaN,NaN,NaN,NaN,1.2576,1.0765769160377663,1.2006,0.82303,1.0583130489998942,0.96353,NaN,NaN,NaN,NaN,NaN,NaN
P53191,Phosphatidylinositol 3-phosphate-binding protein 2,PIB2,sp|P53191|PIB2_YEAST Phosphatidylinositol 3-phosphate-binding protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIB2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53189,Probable family 17 glucosidase SCW11,SCW11,sp|P53189|SCW11_YEAST Probable family 17 glucosidase SCW11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCW11 PE=1 SV=1,1.1151,1.1933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1151,0.85582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8596,0.85582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8596,1.1933,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85095,0.77417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85095,1.2917059560561632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53185,Uncharacterized protein YGL036W,YGL036W,sp|P53185|YG036_YEAST Uncharacterized protein YGL036W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGL036W PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P53184,Nicotinamidase,PNC1,sp|P53184|PNC1_YEAST Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNC1 PE=1 SV=1,0.69381,0.96607,0.91852,1.3285,1.7787,1.5707,1.7126,1.9287,1.7536,1.6344,3.1017,1.7691,0.69381,0.96411,0.91852,1.2142,1.2403,1.2087,1.1323,1.0159,1.0744,1.0913,1.0175,1.0612,1.0251,0.96411,1.0239,1.5765,1.022,1.696,1.7621,0.94579,1.7821,1.8189,1.4492,1.7652,1.0251,0.96607,1.0239,1.6927,1.7453,1.9941,1.7605,1.8152,1.6562,1.7114,2.0322,1.6293,1.496,0.98082,1.1376,1.1626,0.60305,1.097,1.1167,0.50234,1.1099,1.0172,0.53716,1.0302,1.496,1.0195550661691237,1.1376,1.4333,1.4812839769512214,1.3496,1.5824,1.8202337180093924,1.5834,1.7044,1.8715376553376253,1.3985
